"AACT1" "AACT2" "CMK" "DPPS1" "DPPS2" "DPPS3" "DXPS1" "DXPS2(cla1)" "DXPS3" "DXR" "FPPS1" "FPPS2" "GGPPS1mt" "GGPPS2" "GGPPS3" "GGPPS4" "GGPPS5" "GGPPS6" "GGPPS8" "GGPPS9" "GGPPS10" "GGPPS11" "GGPPS12" "GPPS" "HDR" "HDS" "HMGR1" "HMGR2" "HMGS" "IPPI1" "IPPI2" "MCT" "MECPS" "MK" "MPDC1" "MPDC2" "PPDS1" "PPDS2mt" "UPPS1"
"c86" 7.00859559390821 7.35083725066161 7.2079339427632 4.46129981556839 8.56235774337061 4.76983680754333 2.82731362192903 9.69895719593334 6.19133947148284 7.96102146588337 5.95919958652071 7.12028267783316 4.60015764416455 3.76120011569356 1.02961941718116 4.13995507347415 2.68102152871429 2.66025953726586 3.17387845893747 3.00071981506503 3.23867845216438 7.58994261930574 6.63345000357199 7.55715953659416 9.93411374607789 8.97055917950895 9.82051346924287 6.06215597523051 6.84225629674944 8.32224829446071 5.86901438735142 6.50249015087664 8.24222989137223 6.43084787341961 6.73589877203595 4.91044656684082 8.33782726244791 8.22975109016906 6.13686274979734
"c87" 7.13217801179473 7.39750025913689 6.80039276065364 4.92289637978825 8.22761599101 1.41098697371026 2.50143595173921 9.53096628764727 6.1970549391746 7.22431631098429 4.00914971615887 6.57088296233958 5.10230248262208 4.56121829845891 3.68386691229039 3.64805745959368 3.8877303128591 2.50143595173921 1.87180217690159 1.75785791755237 4.04129534113228 7.205412434456 6.49707660382109 7.65520123294946 9.86257180362107 8.39944515514737 9.80552184995015 6.09987042095177 7.0328890097389 7.9729486581048 5.70044357339069 6.14568665295577 7.87591713826618 6.25881635308651 6.81080375290569 3.41114771251532 8.02861817658507 7.880123841076 6.39409230039599
"c88" 7.4663991662036 7.55632341614411 6.80892892467524 4.68951133442184 8.27200850922515 2.79728133483015 3.18635263316264 10.2154658175508 6.30755184406493 7.90732041404901 5.21275947818639 7.48885295573346 3.66356164612965 3.9759363311718 3.22684399451738 2.88480071284671 4.73003916803396 4.56121829845891 2.67414864942653 2.45958884180371 4.00551334851548 7.53663056952194 6.89071084437288 7.28742383204629 9.75888943469351 8.87338401818916 9.98883921963563 6.4093521752147 6.78275878880745 8.29791715162852 5.98820925438731 6.22693184811102 7.78484769745213 6.67771298597677 7.2089703657165 5.02453819926525 8.07567594491557 7.86465038169823 6.46831965130282
"c89" 6.66924425053681 7.36745601523198 6.79838674192677 4.52612697864764 7.96018400334576 2.42480272571829 4.38576962095272 10.0664181472881 6.51426814763338 8.33966811310582 6.15315813610597 7.78862606562503 4.76813901426623 3.85651029549789 2.04122032885964 2.4932054526027 3.52636052461616 4.63957161270542 1.62924053973028 3.53805656437935 3.12236492448736 7.5012478563819 7.1710421945992 7.42589409604235 9.8660712105257 9.29387236960629 9.56392253820467 6.12970359133175 7.16719218599362 8.61732807722225 6.19562913182439 6.39942653541473 8.24750819566611 6.66593846240231 7.13672184359914 5.86334704432754 8.38728949644678 8.05293303679757 6.09266642761695
"c90" 7.16162200293919 7.48750977218699 6.87616140739096 4.31214050720972 8.51637285503234 3.46885603013597 3.39785848039664 10.1071668992827 6.23930071101256 7.84713734207969 5.57253418804625 7.41246222173995 5.28269598564508 2.32238772029023 4.34639945703073 2.17475172148416 4.47163879336357 4.61214579972452 1.45861502269952 2.07944154167984 4.32148013480585 7.2966844184502 6.81443312175076 7.32994639100589 9.80262800342508 8.73628052740052 9.82441187713613 6.26435019031701 6.684986657373 8.34657093019413 5.70010906928989 6.30188610652925 8.03563506533082 6.89719976504262 7.20645147269702 3.05400118167797 8.05239200596153 7.81915406477586 6.36164784107151
"c91" 7.21376830811864 6.89091426178611 6.85930005871273 4.54116485601218 8.419690610055 1.79175946922805 4.7361984483945 9.87929731373491 6.06749923338398 7.53262361878879 5.58236785276577 7.10406192034275 4.75445188870385 4.60216567696779 4.21064501791826 2.85070650150373 2.60268968544438 3.88567903008854 1.90210752639692 3.97781074596615 3.21486780347066 7.33374171031105 6.91542578528636 7.54359109282897 9.7988934098062 8.43791186048852 9.56853915428326 6.10009471163343 6.79268107113667 8.09303444086082 6.21899844672348 6.11500873319944 7.62095015484586 6.42015778133535 6.84789911182877 3.79548918917219 8.13707414089334 7.96939233152535 6.64000654423781
"c92" 7.03676395954567 6.88202713040941 6.90575327631146 4.89709325269713 8.50354041496245 3.95508249488859 4.49535531998088 10.084353884337 5.93911806673577 7.77552780970157 4.96842344528695 7.15187723668154 5.46128619482618 5.20290718174338 3.93963817246112 2.52572864430826 4.32280727501391 2.11625551480255 2.09186406167839 1.50407739677627 2.88480071284671 7.54295549958723 6.88836856518195 7.492425983206 9.915653249435 8.67527328383716 9.56824555885565 6.21019838993349 6.52576252705911 8.09358447907178 6.07878837527966 6.50996067717819 8.00606752264124 6.16457716481663 6.82110747225646 4.46014441393783 8.25974283390803 8.22673393281716 6.40025744530882
"c93" 6.49662414924735 6.97035442073866 7.40184157874383 3.94545778151438 5.68697535633982 2.01490302054226 4.03246915850401 9.86570780069925 6.33505425149806 8.77749378952678 6.37024338995364 7.41421137023019 3.53222564406856 3.9926809084456 3.18221184049661 2.46809953147162 3.9926809084456 3.83297979808769 1.22377543162212 2.61739583283408 3.03974915897077 7.68031419896624 8.01443493872801 6.95816318152598 9.03735509615922 9.51462141608333 8.70695367730719 5.69204721843778 7.02979590489116 7.80298579312464 6.1132396040339 7.62031285306191 8.53846532669178 5.9932130176421 6.79133381596489 5.33657607866513 6.77627891619375 6.7335209323708 5.85936070647464
"c94" 6.4746620037565 7.41222071959545 6.98109867320635 5.16763904290592 6.93468928022222 2.83907846350861 4.75272775034571 9.50968171025919 6.5178189724916 8.70033108158608 6.68423665733784 7.86672228513673 4.72738781871234 4.1026433650368 2.75366071235426 4.54009818924438 3.7864597824528 4.00186370942794 3.10906095886099 2.39789527279837 1.94591014905531 7.8140764798188 7.51234443256029 7.32639982220242 9.03280335101438 9.12907608514522 8.7608763532897 6.56286773275958 7.47050899560849 8.27875832153307 6.37519516307014 7.14456502106016 8.31852271640095 6.683235781488 7.28715015935712 6.43052560464466 7.6515955738576 6.65993473995549 5.76800844695547
"c95" 6.53842921748985 7.76357387741291 7.20904435484013 4.57471097850338 6.30261897574491 2.79116510781272 3.61361696961339 9.64706510048649 6.57911231347526 8.89082357600438 7.0138255427092 8.0048330575583 2.85070650150373 4.56121829845891 4.05871738457895 2.52572864430826 1.50407739677627 5.16364246322143 3.03974915897077 4.02891675689965 2.88480071284671 7.92226105835325 7.4748856189586 7.29063388841751 9.0797987911211 9.25804423204519 9.07739166669927 6.50488679672124 7.79082009295766 8.37779318353489 6.53407949336338 7.19105275311609 8.53182561346055 7.01562264985114 7.44120308078441 6.62565758482426 7.59065008307773 6.41395063955045 5.5637538300525
"c96" 6.48234253306428 7.59604066012517 7.21222071946826 4.3425058765116 8.88545475052686 2.01490302054226 4.35414143118435 9.48058885873543 6.37570601876452 8.54964102028209 6.60435024606512 7.68326554996721 4.11087386417331 1.19392246847243 0.470003629245736 2.98061863574394 3.20680324363393 4.1174098351531 1.3609765531356 2.15176220325946 1.82454929205105 7.66636243101387 7.78343232797099 7.44943983033411 9.60876072395764 9.22808205345234 8.91885106118145 5.72358510195238 6.92775396548883 7.889271795774 5.98418813813721 7.42779829179774 8.39674159832557 6.50234016962401 7.10471911251296 5.96280783785818 8.15708378502887 7.82552491673569 5.55334710672457
"c97" 6.96413561241824 7.85294440089894 7.10611421347372 4.62399194022868 7.9035962896143 4.0342406381524 3.41444260841218 9.81050566016581 6.45629858702298 8.64241515616962 6.45141784050022 8.10545847029448 4.9111832151246 3.56388296393925 3.13983261752775 4.21212759787848 1.91692261218206 4.92652878479926 3.25424296870549 3.10009228887823 3.26956893918372 7.55867322532435 7.48059749649843 7.09074328031925 9.55363925393967 8.99787708307008 9.73775759083509 6.41673228251233 7.40646783486433 8.40135576184027 6.4548840484767 7.3115523299896 8.33962034164449 7.05729534625171 7.24387030895551 6.03164633674081 7.83423393724378 7.2627688435942 5.94122333067124
"c98" 6.36990098282823 7.8843505814618 7.22147052848073 4.57264699428253 7.77489778258956 4.88884423704233 2.82137888640921 9.11162439903702 6.27701935854359 8.72534492491121 6.72635329924757 7.944846711002 4.41279829334063 2.79116510781272 4.24706564923976 4.08597631255158 3.74478708605223 5.20893955539682 2.97552956623647 1.6094379124341 2.35137525716348 7.6110012942195 7.70683780995075 7.46496818230125 9.39837060323712 9.03562977818356 9.08206372041403 6.19542527900542 6.92451406279709 8.52647002819645 6.96574112818079 7.64463222240341 8.3953418915839 6.56230284078014 7.22278497295216 6.37910507030359 7.9400496866126 7.33934287123587 6.14418563412565
"c99" 6.66070318261625 7.06629630711069 7.52865429533446 3.88977739648083 7.26129531422538 2.76000994003292 4.36818122785183 9.80639278129533 6.6609591990027 8.97082604781103 6.14203740558736 7.31860585936664 3.39114704580865 2.68784749378469 2.61739583283408 4.32280727501391 1.54756250871601 2.39789527279837 2.01490302054226 3.22286784613774 2.07944154167984 7.89282552625112 8.3221510702129 7.04464353104426 9.4621258004302 9.60459622378364 8.63811795334487 5.73721725074244 7.41415110566874 8.0068674426919 6.28990108245762 7.50008715430327 8.85282221549079 5.62437845186893 7.11371197887353 5.53061885564701 7.42993618678626 7.05401778596039 5.88582621508499
"c100" 6.1845611770699 6.80039276065364 6.84673057714436 4.66720557690754 6.95196353364646 1.90210752639692 4.23555473077362 9.71492657095216 6.34405616560908 8.47849394227696 5.90399852132671 6.79369032269416 2.54944517092557 1.3609765531356 4.06388535473739 2.52572864430826 4.63860496207433 2.14006616349627 2.64617479738412 2.00148000021012 3.66867674679642 7.59085212368858 8.55823916085224 6.91909078864588 9.19123909867378 9.58312387362798 8.76336553291127 5.87493073085203 6.82946936058359 7.8745489930294 6.31427242153514 6.61753665887836 8.60531395281136 5.71175064430538 6.69962348528836 4.82350218030508 6.91810157103628 6.7900972355139 6.21520791849416
"c101" 6.3818160174061 7.07749805356923 7.55197478591866 4.60916220725763 7.3375877435386 2.11625551480255 4.46129981556839 9.77820206876546 6.49707660382109 9.10233190915417 5.79301360838414 7.35921299094077 5.11198778835654 2.55722731136763 0.993251773010283 1.91692261218206 4.32941668440158 1.25276296849537 1.33500106673234 3.2846635654062 3.68887945411394 7.48812562193912 8.20053534672788 6.97185620438866 9.45596531243938 9.5141861057703 8.43272403478979 5.83041512558957 7.55071381795879 8.09958464936138 6.64144323226655 7.74560868054134 8.79532480305617 6.07810085376753 6.80583328925675 5.62003848122324 7.60976308797428 7.04001085810261 5.75257263882563
"c102" 6.85118492749374 7.75306545093919 7.14543270007338 5.18234519029562 9.38702104888005 4.23410650459726 4.19870457754634 9.66626409288879 6.62923114431512 8.59259746586411 6.57813948315741 8.06507663046426 4.42843300748804 3.04452243772342 2.40694510831829 3.30688670219091 1.66770682055808 4.76473475565943 3.31418600467253 1.7404661748405 2.2512917986065 7.71672802504767 7.0352685992811 7.65434843524771 9.84830776815252 9.245089564303 9.64134326387219 6.21420801840085 7.3454939476406 8.47572515492246 6.17649077630906 7.21000571560931 8.36771823002723 6.81421353457377 7.39437017403307 5.7927086838506 8.7880901792072 8.69808038667201 5.77019424017545
"c103" 6.22890540312302 7.71908541521979 7.16881099536621 4.96563792816552 6.51708025634661 2.87356463957978 5.00996840510855 9.4550810179978 6.77285151651734 8.95640250548856 6.77101875540867 8.37958492820829 4.12228393091134 3.70622809244855 4.48638664999812 2.72129542785223 3.63495111208838 5.0166173657738 4.17592454921452 2.58776403522771 2.14006616349627 7.77929965944388 7.18916773842032 7.44014668066269 9.19557185227101 9.13285439308434 8.77408094869461 6.33416733347983 7.76076536492855 8.26317797643494 6.79492247070779 7.20504108757661 8.42481470998158 6.83421637564727 7.54628786626886 6.54922146555841 7.79523492900217 6.81124437860129 5.66434840541079
"c104" 6.43631061194 7.3823110315751 7.21582804108165 5.2501769912201 6.71695790370714 4.55387689160054 4.75359019110636 9.29644467102831 6.4430177594089 8.50033183434082 6.64287785918362 7.79486433749271 5.07579862000267 3.01553490085017 1.7404661748405 4.55912624748668 2.2082744135228 4.62497281328427 1.43508452528932 2.31253542384721 2.96010509591084 7.64926396041996 7.23842499923335 7.61908612997571 8.9430097957723 8.92076317156994 8.61635050694942 6.32058842195942 7.66143295928211 8.22190896232435 6.72467343324177 7.23856867739452 8.27974785539117 6.8673498643471 7.38622298664 6.49963665340841 7.59337419312129 6.43020323197907 5.78474783347931
"c105" 6.71623151142338 6.91492948273014 7.08103609112394 2.78501124223834 9.36074117264371 2.89037175789616 4.02891675689965 9.27632472239868 6.50204013961876 8.47582938347493 5.77703293639579 7.005335607321 3.94158180766969 4.45085282560373 3.31418600467253 1.90210752639692 3.88977739648083 3.60277675506052 1.7404661748405 2.7408400239252 3.42426265459315 7.85806088944357 8.270960116877 7.27461814930836 9.61393706902432 9.48878238627141 8.75327665972029 5.68900718907405 5.98166670462787 7.70246577495152 5.80844274519963 6.35262939631957 8.39825198533934 5.48230420266105 6.60258789218934 5.43546720469527 8.48528964240323 8.40016487089073 5.95583736946483
"c106" 7.08690514461046 7.89121855989451 7.31920245876785 5.07141676635611 7.98759241232391 2.39789527279837 4.27666611901606 9.83361751073347 6.60285922579567 8.79107548338149 6.69555166770626 8.07757132665658 3.51154543883102 4.45550941143368 3.06805293513362 1.85629799036563 4.02535169073515 5.23909800688807 3.09557760852371 3.58073729549423 3.75185425327532 7.55715953659416 7.49715175854815 7.21332638426966 9.67245672830051 9.12859872191699 9.50131451959715 6.22712937897586 7.50130309431933 8.36042241546629 6.34000650781653 7.46324829424329 8.32661363097529 7.18750598110764 7.35417037341926 6.23832462503951 7.895547732545 7.37368813385739 6.06238888544468
"c107" 6.21380777825142 7.71806307931566 6.95291983093651 5.23909800688807 7.76433846839401 4.65965837127216 3.19458313229916 9.09044134919723 6.74617708332608 8.79626328701946 6.364234272378 7.61529833982581 5.18626786273941 2.16332302566054 4.22097721315547 2.8094026953625 4.47619980469113 5.12930682381375 2.9338568698359 2.8094026953625 4.7202829930886 7.39492325439745 7.38690445988758 7.38019344234333 9.36680551422491 8.97095310292771 9.07710607807061 6.14354164998833 6.91284231803069 8.29387462478774 6.64092103904319 7.45280840129735 8.3469266797028 6.47712619721042 7.35781127041818 6.66351576437319 8.09361502788115 7.54253154621575 6.14375635745024
"c108" 6.62033983764779 7.31014900856582 7.28468372894811 3.8607297110406 6.47450778986152 2.11625551480255 4.19870457754634 9.60404998757348 6.22118641378231 8.74062470126641 6.58216363345714 7.31674749286646 3.12236492448736 3.38439026334577 3.37758751602302 4.49980967033027 2.10413415427021 1.58923520511658 1.28093384546206 1.1314021114911 2.92852352386054 7.50884199369287 8.00746696309355 6.7492283707539 9.21500945482445 9.24212000731221 8.65658984969198 5.82747394699875 7.45599228774627 7.82644313545601 6.61392098704516 7.55836023627641 8.49185487040104 6.05114754926916 6.74864230732506 5.47520753334478 7.06501540518072 7.0352685992811 5.98645200528444
"c109" 5.95272371879155 6.61056144615776 7.07046918946988 4.79826681595 7.57471247645184 2.46809953147162 2.9338568698359 9.33270843586297 6.40588939658762 8.65763316474601 5.19462213020927 6.51248799585042 1.96009478404727 3.16124671203156 2.92316158071916 4.34380542185368 2.26176309847379 2.43361335540045 1.62924053973028 2.58021682959233 2.63188884013665 7.62539993114247 8.45960645056325 7.11387473929055 9.43571343607868 9.50122481137309 8.16984603664272 5.90835464038498 7.20288455206897 7.9198651520269 6.37808656741467 6.37740698872728 8.76665924583952 5.28269598564508 6.06865704293789 4.63957161270542 7.39344769310913 7.10323982230237 6.43903083123478
"c110" 7.02429309523009 7.74716496652033 7.10512963840238 4.92362391710663 9.20422169096801 2.28238238567653 4.53367418428302 9.76913868301125 6.48218949916697 8.31676468884524 6.423084612693 8.04002797914286 4.96144504990548 3.66612246699132 2.3887627892351 2.06686275947298 3.22286784613774 4.9635436865624 2.02814824729229 1.58923520511658 3.03974915897077 7.76242589369875 7.27786950978738 7.53117717705052 9.85388756054464 9.08206372041403 9.6871706465642 6.33274662643923 7.25728475476 8.214031932116 6.25900768571888 7.36625549696944 8.29761826497905 6.92343175836714 7.25247909180112 5.80633906298129 8.69741254011832 8.53336177257782 5.61677109766657
"c111" 6.60732563370785 7.28035278346468 7.4117979504513 4.21803603456465 8.82803988039848 2.30258509299405 5.22035582507832 9.89385632076543 6.48950883650924 8.75767358738372 5.98846003808768 7.58619483066981 3.56104608260405 2.91235066461494 1.87180217690159 2.45958884180371 4.43438186500781 2.35137525716348 4.09933210373314 3.40784192438082 4.23700086262362 7.85643575365794 8.12846719931235 7.38888429101129 9.62066697716788 9.6394308567143 8.92687605892539 5.9904640467744 6.56286773275958 8.00145552328923 5.69742900068403 7.68165260922719 8.72531244103133 6.49299712396238 6.72106418967024 5.3097517441737 8.78312033206499 8.27845365247747 5.87155425043542
"c112" 6.58630957637755 7.2291138777933 7.10274623887675 4.37071287477361 7.32902811729581 1.22377543162212 3.56671182013973 9.84520144426423 6.56737541752991 8.83660646202947 6.38232350282678 7.39762280815665 2.92852352386054 3.01553490085017 2.61006979274201 2.54160199346455 3.86283276123737 1.6094379124341 1.09861228866811 2.34180580614733 2.91235066461494 7.60399766444938 8.28012818476098 6.98184182233484 9.59175182998063 9.51448862963326 8.8832797072422 5.74875584029893 7.5351899161767 7.95997452808054 6.42340928802053 7.49631941934964 8.62735615682982 5.69204721843778 7.00215595440362 5.82953367996176 7.44879968133212 7.028201432058 5.74332364927673
"c113" 6.42470693621559 6.50966292520339 6.9545434404809 3.9740583963476 6.64639051484773 2.59525470695687 5.11859243560135 9.32905630568117 6.36681403131152 8.36138113226231 5.90944071162939 6.53451531816871 4.21950770517611 2.70136121295141 0.832909122935104 2.19722457733622 4.25277179881662 2.99573227355399 2.51769647261099 2.30258509299405 4.5685062016165 7.51866150415817 8.43337670532313 7.13025862540892 9.17990178283562 9.61266053994027 8.5497571822895 5.72325825115686 6.87150614630702 7.85523455231231 5.90427133540561 6.73649234954492 8.69067579954299 3.18221184049661 6.61606518513282 5.09190801422499 7.05591662996266 7.08765724425732 6.54850559467094
"c114" 6.44746432859019 7.36378675066099 7.14866015987499 3.41114771251532 8.54321175381479 3.60549784517489 2.18605127673809 9.27229117285183 6.23185845182872 8.61747282120658 6.67190635517037 7.82172331548665 5.01130173863942 4.06731588983418 1.58923520511658 2.45100509811232 3.93573953204546 3.48737507790321 1.77495235091167 3.00568260440716 2.84490938381941 7.63713795212418 7.90466701282391 7.37199231333354 9.37711672576801 8.98993058053303 8.55296565850437 6.02078060144204 7.14527499624085 7.87660050959118 6.63555277737874 7.48476182440727 8.49992494984972 6.5774440244744 6.97063617702134 6.40407076336751 7.79292679179742 7.69393732550927 5.35564243316731
"c115" 5.73786178830906 7.20184179910691 7.50829362780942 4.79247928429309 7.27966360356146 2.87356463957978 3.26956893918372 10.1502265293852 6.66733839899747 9.09216475927151 5.87464979251615 7.48031549655297 2.74727091425549 1.97408102602201 1.80828877117927 2.85647020622048 3.87949981372259 1.3609765531356 2.71469474382088 1.91692261218206 3.10458667846607 7.53732347789921 8.21311069759668 6.79805201389017 9.64863401183556 9.49460912567782 8.65561510592017 5.9909644220663 7.52083058477652 8.14951507686873 6.26492091229578 7.58049564976442 8.86248357648833 6.19399714451807 6.73779698117158 4.95582705760126 7.16061296027974 6.81695491465564 5.9753351651781
"c116" 6.51796665025898 6.9475527488562 7.11379336239341 2.02814824729229 6.48661800147968 1.96009478404727 4.56642935767166 9.65886496954479 6.45771112747601 8.53634855045598 6.2312685393153 7.20355431953587 4.61412992735956 3.52046080248897 2.43361335540045 3.46885603013597 2.15176220325946 3.42100000895834 1.54756250871601 1.3609765531356 3.19867311755068 7.53817562963378 8.05518947734753 6.91343909545043 9.09217601362554 9.44273698140244 8.81063862375712 5.90808293816893 7.23605132431917 7.86745026846358 6.44014877433612 7.29179243967668 8.69674424724752 6.11677473807343 6.73113742510486 5.76581786557565 7.03957270360232 6.90965347626522 6.02005200395989
"c117" 6.4150969591716 6.92323484983052 7.41848089774779 4.8955984841079 9.23620303150191 2.65324196460721 2.52572864430826 9.5167730479529 6.4681644561446 8.80186072470715 5.94646718117725 7.34239076439008 2.34180580614733 3.6454498961866 3.23080439573347 3.00568260440716 3.86283276123737 2.92316158071916 2.21920348405499 2.43361335540045 3.25809653802148 7.86461197260295 8.20434372701753 7.50433649156575 9.52897590474961 9.28832866308812 8.62043546518295 5.81502565347218 6.68486169642313 7.99013655453983 6.32400047519339 7.28434068753965 8.51481035471444 6.00684564914628 6.64470077635509 5.55798569254462 8.49386315010385 8.21335463639635 5.56528639740228
"c118" 6.00881318544259 6.69913081376713 7.2949885254955 4.3267781604434 6.90605383234238 2.53369681395743 3.10906095886099 9.68965675262688 6.46552244668176 8.69669410727342 6.18517928773138 7.1738816884682 4.53367418428302 3.26575941076705 2.34180580614733 4.31615389052317 2.3887627892351 2.3887627892351 1.56861591791385 2.70805020110221 4.94021282979971 7.74953795868123 8.41697498693933 6.78761947774216 9.43345192277838 9.45425079143926 8.58740931442588 5.77144112313002 7.37500512003125 7.79321560046369 6.34528542206381 7.1349705296664 8.77079611021514 5.87239943994904 6.65942211659427 3.2846635654062 7.06210593881206 7.06655229072913 6.1444002033787
